station_id,name,lon,lat,address,num_bikes_available,num_bikes_disabled,last_reported,distance_to_Hamilton_downtown,FS_sum_distance,FS_POI_count,FS_avg_distance,Yelp_sum_distance,Yelp_POI_count,Yelp_avg_distance
hub_594,Cannon at East,-79.85334813594818,43.25729552525069,"326, Cannon Street East, Beasley, Hamilton, Ontario",3,0,2024-03-09 15:06:26,680.0,5763.0,10.0,576.3,13620.415578021803,20.0,681.0207789010901
hub_552,Chedoke Stairs,-79.90823779724,43.2460802627748,"Chedoke Park, Hamilton, Ontario",3,0,2024-03-09 15:06:26,3990.0,5732.0,10.0,573.2,,,
hub_924,James at Guise,-79.86182928085327,43.27365898786445,"1 Guise Street West, Hamilton",3,0,2024-03-09 15:06:26,1770.0,4927.0,10.0,492.7,6490.094183951629,20.0,324.50470919758146
hub_921,Frid at Main,-79.89262372255325,43.25940517059312,"44 Frid Street, Hamilton",3,0,2024-03-09 15:06:26,2510.0,4317.0,10.0,431.7,14153.095828273403,20.0,707.6547914136702
hub_546,Rail Trail at Emerson,-79.9208028150996,43.2546745875963,"Hamilton Brantford Rail Trail, Emerson Street, Westdale, Hamilton, Ontario",3,0,2024-03-09 15:06:26,4800.0,3470.0,10.0,347.0,9479.129075627043,20.0,473.95645378135214
hub_572,Durand Park,-79.87574994564056,43.24978615747242,"250 Park Street South, Hamilton",3,0,2024-03-09 15:06:26,1450.0,4596.0,10.0,459.6,17079.44174773534,20.0,853.972087386767
hub_568,H.A.A.A. Park,-79.8819466027797,43.2540651616154,"251 Duke Street, Hamilton",2,0,2024-03-09 15:06:26,1690.0,3768.0,10.0,376.8,10586.825444161568,20.0,529.3412722080784
hub_6148,King William at James,-79.86848652362822,43.25763541749527,"39 King William Street, Hamilton",2,0,2024-03-09 15:06:26,550.0,3862.0,10.0,386.2,4731.161241606399,20.0,236.55806208031996
hub_5903,Pier 8,-79.85690742731094,43.27528883070137,"595 Catharine Street North, Hamilton",2,0,2024-03-09 15:06:26,1980.0,4569.0,10.0,456.9,5993.559660927956,20.0,299.6779830463978
hub_708,York at Macnab,-79.86919194459914,43.25901059433612,"25 York Boulevard, Hamilton",2,0,2024-03-09 15:06:26,620.0,2680.0,10.0,268.0,6424.99406799923,20.0,321.2497033999615
hub_575,City Hall,-79.8744987564414,43.2561324863605,"58 Bay Street South, Hamilton",2,0,2024-03-09 15:06:26,1060.0,4118.0,10.0,411.8,13308.043117424513,20.0,665.4021558712257
hub_2916,Sherman at Barton - ERI02,-79.83628392219543,43.25632467316046,"141-147 Sherman Avenue North, Hamilton",2,0,2024-03-09 15:06:26,2060.0,4835.0,10.0,483.5,12509.575110326941,20.0,625.4787555163471
hub_607,Haymarket at Hughson,-79.86883386969566,43.2523698048509,"22 Haymarket Street, Hamilton",2,0,2024-03-09 15:06:26,840.0,3348.0,10.0,334.8,8685.919327431846,20.0,434.29596637159227
hub_563,Locke at Hunter,-79.88510146737099,43.256556155396176,"137, Locke Street South, Hess Village, Hamilton, Ontario",2,0,2024-03-09 15:06:26,1900.0,5256.0,10.0,525.6,6607.486917219326,20.0,330.3743458609663
hub_945,Stadium,-79.83134329318999,43.25161474646046,"17A Cannon Street East, Hamilton",2,0,2024-03-09 15:06:26,2550.0,3074.0,10.0,307.4,12540.750683310727,20.0,627.0375341655364
hub_904,King William at Hughson,-79.86643463373184,43.2569048421661,"55 King William Street, Hamilton",2,0,2024-03-09 15:06:26,400.0,3140.0,10.0,314.0,3791.2139271191822,20.0,189.56069635595912
hub_548,Rail Trail at Stroud,-79.9166152756283,43.2535916384655,"Hamilton Brantford Rail Trail, Emerson Street, Westdale, Hamilton, Ontario",2,0,2024-03-09 15:06:26,4470.0,5096.0,10.0,509.6,18991.88551706542,20.0,949.594275853271
hub_558,Dundurn St S,-79.8909067737901,43.2548127612063,"229-233 Dundurn Street South, Hamilton",2,0,2024-03-09 15:06:26,2390.0,3776.0,10.0,377.6,10758.068733533259,20.0,537.903436676663
hub_2868,King Street Dundas,-79.95375394821166,43.26595632543361,"6-8 Main Street, Hamilton",1,0,2024-03-09 15:06:26,7510.0,1379.0,10.0,137.9,4904.562971819988,20.0,245.2281485909994
hub_1468,270 Sherman,-79.83437284827232,43.26044140942891,"272, Sherman Avenue North, Hamilton, Ontario",1,0,2024-03-09 15:06:26,2230.0,4861.0,10.0,486.1,16136.997797290118,20.0,806.8498898645059
hub_603,Barton at Wentworth,-79.8449581861496,43.25893246012055,"501 Barton Street East, Hamilton",1,0,2024-03-09 15:06:26,1360.0,3887.0,10.0,388.7,12493.175304656048,20.0,624.6587652328024
hub_588,Ferguson at Barton,-79.8582423171631,43.262056982995,"186, Ferguson Avenue North, Beasley, Hamilton, Ontario",1,0,2024-03-09 15:06:26,550.0,3274.0,10.0,327.4,15271.55604251097,20.0,763.5778021255485
hub_605,Wentworth at King,-79.84910354018211,43.25199038416551,"16 Wentworth Street South, Hamilton",1,0,2024-03-09 15:06:26,1200.0,4545.0,10.0,454.5,12422.151263438911,20.0,621.1075631719456
hub_5838,King at Sanford,-79.84635829925537,43.251884127702,"735, King Street East, Hamilton, Ontario",1,0,2024-03-09 15:06:26,1400.0,4154.0,10.0,415.4,13571.871807336529,20.0,678.5935903668264
hub_894,Forsyth at Sterling,-79.91580605506897,43.26271404114188,"88 Forsyth Avenue North, Hamilton",1,0,2024-03-09 15:06:26,4420.0,3082.0,10.0,308.2,14952.267382581877,20.0,747.6133691290938
hub_5846,Cannon at Steven,-79.84998129308224,43.25646071175471,"400-408 Cannon Street East, Hamilton",1,0,2024-03-09 15:06:26,960.0,4902.0,10.0,490.2,12848.011391147622,20.0,642.4005695573811
hub_539,Sanders at Binkley,-79.92979913949966,43.25875372772543,"58, Sanders Boulevard, University Gardens, Hamilton, Ontario",1,0,2024-03-09 15:06:26,5520.0,6576.0,10.0,657.6,12653.685721471084,20.0,632.6842860735542
